episode_id,object_type,episode_dir,task,num_actions,duration_s,converged,termination_reason,truncated,num_chunks,num_images,actions_csv,manual_success,verdict_description,verdict_reason,oscillation_class,sl_major_rev,ef_major_rev,total_major_rev,sl_range,ef_range,sl_rev_per_s,ef_rev_per_s,max_rev_per_s,sl_mean_v,ef_mean_v
brown__086_brown,brown,086_brown,put the brown pouch on the tray,451,22.7,TRUE,,FALSE,19,39,actions/brown__086_brown.csv,TRUE,"Pouch begins at top-left, plush and banana nearby, tray empty at top-right. The arm grasps the pouch and carries it rightward with rotation. In the final frames the plush sits at top, banana on top of the pouch, which rests on the tray with its edges visible.",Pouch ends the episode resting on the tray.,normal,8,5,13,129.2,124.8,0.497,0.311,0.497,1.182,1.067
brown__091_brown,brown,091_brown,put the brown cylinder on the tray,122,11,TRUE,,FALSE,4,9,actions/brown__091_brown.csv,FALSE,"This is a very short episode (~11 seconds, 4 chunks). The scene is completely static in every sampled frame: pouch at top-left, plush and banana on/near the tray at top-right, and the gripper never leaves its starting pose.",Zero movement: the arm makes no approach or grasp attempt for the entire episode.,zero_movement,0,0,0,1.3,1.3,0,0,0,0.267,0.243
brown__093_brown,brown,093_brown,put the brown pouch on the tray,460,23.4,FALSE,,FALSE,18,37,actions/brown__093_brown.csv,FALSE,"Pouch starts at top-left, plush and banana on the tray edge at top-right. The gripper hovers and drifts near the cluster across the episode without ever committing to a firm grasp of the pouch; in the final frames the pouch remains essentially in its starting position at top-left, untouched, while the plush and banana are unchanged near the tray.",No successful grasp or placement: the pouch stays in its starting position and the episode is flagged as not converged in the manifest.,normal,5,4,9,166.6,149.5,0.291,0.233,0.291,2.114,1.858
brown__098_brown,brown,098_brown,put the brown cylinder on the tray,126,11,TRUE,,FALSE,4,9,actions/brown__098_brown.csv,FALSE,"A very short episode (~11 seconds, 4 chunks). The scene is static across all sampled frames: pouch at top-left, plush and banana near the tray at top-right, gripper motionless throughout.",Zero movement: no approach or grasp attempt is visible at any point.,zero_movement,0,0,0,2.2,1.9,0,0,0,0.343,0.284
brown__100_brown,brown,100_brown,put the brown pouch on the tray,568,28.6,TRUE,,FALSE,23,47,actions/brown__100_brown.csv,TRUE,"Pouch starts at top-left, plush and banana nearby, tray empty at top-right. The gripper grasps the pouch and carries it rightward through the episode's midsection. In the final frames the pouch rests on the tray with its pink edges visible, banana resting on top and plush above.",Pouch ends the episode resting on the tray.,normal,8,8,16,147.8,135.8,0.385,0.385,0.385,1.164,1.022
brown__105_brown,brown,105_brown,put the brown cylinder on the tray,151,11.6,TRUE,,FALSE,4,9,actions/brown__105_brown.csv,FALSE,"A short episode (~12 seconds, 4 chunks). The scene remains static across every sampled frame: pouch at top-left, plush and banana already on/near the tray at top-right, and the gripper never moves from its starting pose.",Zero movement: the arm does not attempt to approach or grasp any object.,zero_movement,0,0,0,1.8,2,0,0,0,0.314,0.309
cylinder__005_cylinder,cylinder,005_cylinder,put the cylinder on the tray,592,29.9,FALSE,,FALSE,24,49,actions/cylinder__005_cylinder.csv,FALSE,"Pouch starts at top-left with plush toy and banana nearby, tray empty at right. The gripper approaches and works into the cluster, lifting and rotating the pouch through a wide arc across the episode's midsection. However, the arm carries the pouch upward and to the right but never deposits it on the tray - in the final frames the arm is still extended high with the pouch elevated above the workspace, the tray remains empty below, and the banana has been displaced to the far right.",The pouch was grasped and lifted but never placed on the tray; the episode ends with the pouch still elevated and the tray empty. Manifest also flags converged=False.,erratic,19,17,36,151.5,144,0.872,0.78,0.872,2.593,2.35
cylinder__013_cylinder,cylinder,013_cylinder,put the cylinder on the tray,440,24.1,TRUE,,FALSE,19,39,actions/cylinder__013_cylinder.csv,TRUE,"Pouch starts at top-left with plush and banana nearby, tray empty at right. The gripper approaches, grasps the pouch and lifts it through a rotating motion across the episode's midsection. In the final frames the pouch rests on the tray with its pink edges visible, banana to the right, plush nearby.","Pouch is grasped, carried, and ends resting on the tray.",normal,9,3,12,131.5,116.3,0.556,0.185,0.556,1.369,1.189
cylinder__020_cylinder,cylinder,020_cylinder,put the cylinder on the tray,530,27.6,TRUE,,FALSE,22,45,actions/cylinder__020_cylinder.csv,TRUE,"Pouch starts at top-left with banana below and plush nearby, tray empty at right. The arm engages the pouch, lifts and rotates it rightward across many frames. In the final frames the pouch (large dark cylindrical object) rests at the right with the tray's pink edges visible beneath it, banana beside it, plush nearby.",Pouch ends the episode resting on the tray.,normal,8,8,16,146.8,144,0.419,0.419,0.419,1.246,1.355
cylinder__027_cylinder,cylinder,027_cylinder,put the cylinder on the tray,495,26.4,TRUE,,FALSE,20,41,actions/cylinder__027_cylinder.csv,TRUE,"Pouch starts at top-left with banana and plush nearby, tray empty at right. The gripper grasps the pouch and carries it rightward with rotation across the episode's midsection. In the final frames the pouch rests on the tray with the plush on top of it, banana to the right, tray edges visible around the pouch.",Pouch ends the episode resting on the tray.,normal,3,5,8,161,159,0.166,0.276,0.276,1.182,1.264
cylinder__034_cylinder,cylinder,034_cylinder,put the cylinder on the tray,523,26.9,FALSE,,FALSE,22,45,actions/cylinder__034_cylinder.csv,FALSE,"Pouch starts at top-left with plush on top, banana nearby, tray empty at right. The arm engages and lifts objects through the episode's midsection, but the manipulation does not result in the pouch being deposited on the tray. In the final frames the pouch remains near the left/center of the workspace, the plush is displaced, and the tray at right remains empty or has only the plush/banana near it, not the pouch.",The pouch was manipulated but not placed on the tray; it remains away from the tray at episode end. Manifest also flags converged=False.,oscillation,14,14,28,162.9,152.5,0.745,0.745,0.745,1.839,2.067
cylinder__041_cylinder,cylinder,041_cylinder,put the cylinder on the tray,564,30.6,TRUE,,FALSE,23,47,actions/cylinder__041_cylinder.csv,TRUE,"Pouch starts at top-left with plush and banana nearby, tray empty at right. The gripper grasps the pouch and carries it rightward with rotation across the episode's midsection. In the final frames the pouch rests at the right side with the tray's pink edges partially visible beneath it, plush nearby above.",Pouch ends the episode resting on the tray.,normal,6,2,8,138.9,129.2,0.29,0.097,0.29,0.993,0.836
cylinder__048_cylinder,cylinder,048_cylinder,put the cylinder on the tray,470,23.8,TRUE,,FALSE,19,39,actions/cylinder__048_cylinder.csv,TRUE,"Pouch starts at top-left with plush on top, banana below, tray empty at right. The arm engages the pouch, lifts and carries it rightward through the midsection. In the final frames the pouch (large dark cylindrical object) rests near the tray area at right with the banana beside it and plush on top, tray's pink edges visible at the lower edge.",Pouch ends the episode resting on the tray.,normal,3,0,3,118.1,100.9,0.175,0,0.175,0.829,0.697
cylinder__055_cylinder,cylinder,055_cylinder,put the cylinder on the tray,471,24.4,TRUE,,FALSE,19,39,actions/cylinder__055_cylinder.csv,TRUE,"Pouch starts at top-left with plush nearby, banana below, tray empty at right. The gripper grasps the pouch and carries it rightward with a long rotating motion. In the final frames the pouch rests at the right on the tray with its pink edges visible, the plush and banana nearby.",Pouch ends the episode resting on the tray.,normal,4,0,4,145.7,134.4,0.233,0,0.233,1.162,0.94
cylinder__062_cylinder,cylinder,062_cylinder,put the cylinder on the tray,617,30.9,TRUE,,FALSE,25,51,actions/cylinder__062_cylinder.csv,TRUE,"Pouch starts at top-left with plush on top and banana nearby, tray empty at right. The arm engages the pouch, lifting and rotating it through a sustained arc across many frames. In the final frames the pouch rests at the right side with the plush on top, banana beside it, and the tray's pink edges visible around the pouch.",Pouch ends the episode resting on the tray.,normal,8,8,16,136.7,129.8,0.357,0.357,0.357,1.071,1.043
cylinder__069_cylinder,cylinder,069_cylinder,put the cylinder on the tray,419,22.7,TRUE,,FALSE,17,35,actions/cylinder__069_cylinder.csv,TRUE,"Pouch starts at top-left with plush on top, banana at left, tray empty at right. The gripper grasps the pouch and carries it rightward with rotation. In the final frames the pouch rests on the tray with the banana beside it and plush nearby, tray's pink edges visible at the right.",Pouch ends the episode resting on the tray.,normal,3,2,5,130.9,131.1,0.197,0.132,0.197,1.08,1.124
cylinder__076_cylinder,cylinder,076_cylinder,put the cylinder on the tray,469,26,TRUE,,FALSE,20,41,actions/cylinder__076_cylinder.csv,TRUE,"Pouch starts at top-left with banana below, plush nearby, tray empty at right. The arm grasps the pouch and carries it rightward through a rotating arc. In the final frames the pouch rests on the tray with its pink edges visible, plush and banana clustered nearby.",Pouch ends the episode resting on the tray.,normal,3,1,4,122.9,106,0.18,0.06,0.18,1.076,0.838
cylinder__083_cylinder,cylinder,083_cylinder,put the cylinder on the tray,358,20.3,FALSE,,FALSE,15,31,actions/cylinder__083_cylinder.csv,FALSE,"Pouch starts at top-left with banana and plush nearby, tray empty at right. The arm engages, lifts the pouch through a high rotating arc across many frames. However, in the final frames the arm is still extended with the pouch held elevated above the workspace - the pouch and banana are suspended in the air above the tray area, the plush is near the tray, and the pouch was never set down on it.","The pouch was grasped and lifted but the arm ended the episode with the pouch still elevated, never placing it on the tray. Manifest also flags converged=False.",oscillation,9,8,17,133.3,111.8,0.687,0.611,0.687,2.96,2.103
cylinder__090_cylinder,cylinder,090_cylinder,put the cylinder on the tray,176,14,TRUE,,FALSE,5,11,actions/cylinder__090_cylinder.csv,FALSE,"A short episode (~14 seconds, 5 chunks). The scene is essentially static across all sampled frames: pouch at left, plush toy sitting on/near the tray at right with banana between them. The gripper shows only very subtle positional drift but never approaches or grasps the pouch in any meaningful way.",No meaningful grasp or transport attempt: the pouch remains in its starting position throughout and the arm does not engage it.,zero_movement,0,0,0,2.6,2.3,0,0,0,0.399,0.366
cylinder__097_cylinder,cylinder,097_cylinder,put the cylinder on the tray,160,13.9,TRUE,,FALSE,5,11,actions/cylinder__097_cylinder.csv,FALSE,"A short episode (~14 seconds, 5 chunks). The scene remains static across all sampled frames: pouch at left, plush and banana near the tray at right. The gripper stays in approximately its starting pose throughout with no visible approach or grasp attempt toward the pouch.",No meaningful movement: the arm does not approach or engage any object and the pouch remains untouched in its starting position.,zero_movement,0,0,0,1.6,2.1,0,0,0,0.346,0.407
cylinder__104_cylinder,cylinder,104_cylinder,put the cylinder on the tray,118,11.4,TRUE,,FALSE,4,9,actions/cylinder__104_cylinder.csv,FALSE,"A very short episode (~11 seconds, 4 chunks). The scene is completely static in every sampled frame: pouch at left, plush and banana near the tray at right, gripper motionless in its starting pose throughout.",Zero movement: the arm makes no approach or grasp attempt for the entire episode.,zero_movement,0,0,0,1.7,2.2,0,0,0,0.341,0.321
purse__003_purse,purse,003_purse,put the purse on the tray,421,22.2,TRUE,,FALSE,17,35,actions/purse__003_purse.csv,TRUE,"Pouch starts at top-left with the plush toy nearby, banana below, tray empty at top-right. The gripper approaches and grasps the pouch around the midpoint of the episode, lifting and rotating it through a clear arc before carrying it rightward. In the final frames the banana sits at left, plush in the middle, and the pouch rests on the tray with its pink edges visible around it.","Pouch is grasped, transported, and ends resting on the tray.",normal,5,4,9,130.2,123.4,0.329,0.263,0.329,1.293,1.106
purse__011_purse,purse,011_purse,put the purse on the tray,421,22.8,TRUE,,FALSE,17,35,actions/purse__011_purse.csv,TRUE,"Pouch begins at top-left with the plush behind it, banana below, tray empty at top-right. The arm reaches in and grips the pouch, lifting it through a rotating arc across the episode's midsection before lowering it toward the right. In the final frames the pouch rests on the tray with its edges visible, plush and banana at left.",Pouch ends the episode resting on the tray.,normal,8,5,13,136.1,116.9,0.519,0.325,0.519,1.391,1.136
purse__018_purse,purse,018_purse,put the purse on the tray,813,40.7,TRUE,,FALSE,33,67,actions/purse__018_purse.csv,TRUE,"A longer episode (33 chunks, ~41 seconds). Pouch starts at top-left with plush and banana nearby, tray empty at top-right. The gripper engages the pouch and carries it through an extended, effortful sequence of lifts and rotations across many frames. In the final frames the pouch rests on the tray with its pink edges visible, plush displaced to the side.","Despite the extended manipulation, the pouch ends resting on the tray.",oscillation,17,16,33,152.3,156.4,0.559,0.526,0.559,1.683,1.575
purse__025_purse,purse,025_purse,put the purse on the tray,852,41.2,TRUE,,FALSE,35,71,actions/purse__025_purse.csv,TRUE,"Another long episode (35 chunks, ~41 seconds). Pouch begins at top-left with plush toy and banana nearby, tray empty at top-right. The arm works the pouch through repeated grasps and rotations across many frames before finally carrying it to the right. In the final frames the pouch rests on the tray with its pink edges visible, the plush nearby.",Pouch is ultimately deposited on the tray after extended manipulation.,normal,11,11,22,158.9,162,0.354,0.354,0.354,1.478,1.432
purse__032_purse,purse,032_purse,put the purse on the tray,617,30.4,TRUE,,FALSE,25,51,actions/purse__032_purse.csv,TRUE,"Pouch starts at top-left, plush and banana nearby, tray empty at top-right. The gripper grasps the pouch and carries it rightward with rotation through the episode's middle section. In the final frames the pouch rests on the tray with its pink edges clearly visible around it, plush and banana displaced to the left.",Pouch ends the episode resting on the tray.,normal,15,6,21,135.1,130.1,0.655,0.262,0.655,1.276,1.08
purse__039_purse,purse,039_purse,put the purse on the tray,1319,62.8,FALSE,,FALSE,54,109,actions/purse__039_purse.csv,FALSE,"A very long episode (54 chunks, ~63 seconds, converged=False). Pouch starts at top-left with plush and banana nearby, tray at top-right. The arm engages in extensive, repeated manipulation � multiple grasps, lifts, rotations, and repositioning attempts across many frames. By the final frames the arm is still actively reaching toward objects, the scene is disordered with plush and banana displaced, and the pouch has not been cleanly deposited on the tray.","Pouch is placed on the tray, howver episode does not end after success, robot continued to try to pick up the toy",erratic,25,28,53,144.9,141,0.519,0.581,0.581,1.651,1.418
purse__046_purse,purse,046_purse,put the purse on the tray,421,22.3,TRUE,,FALSE,17,35,actions/purse__046_purse.csv,TRUE,"Pouch starts at top-left, plush nearby, banana below, tray empty at top-right. The arm grasps the pouch and carries it rightward with rotation. In the final frames the pouch rests on the tray with banana beside it and the plush perched on top, tray edges visible around the pouch.",Pouch ends the episode resting on the tray.,normal,5,3,8,112.1,89,0.318,0.191,0.318,1.169,0.913
purse__053_purse,purse,053_purse,put the purse on the tray,739,36.5,FALSE,,FALSE,30,61,actions/purse__053_purse.csv,FALSE,"Episode runs 30 chunks (~37 seconds, converged=False). Pouch starts at top-left with plush and banana nearby, tray at top-right. The gripper engages the pouch and carries it through extended manipulation across many frames, but by the final frames the pouch has not been cleanly placed on the tray � it rests at an ambiguous position near the tray's edge or beside it, with the plush on the tray area instead.",The pouch is not confirmed resting on the tray at episode end; the episode is also flagged as not converged.,normal,10,14,24,166.3,171.9,0.372,0.52,0.52,0.879,1.05
purse__060_purse,purse,060_purse,put the purse on the tray,612,29.8,TRUE,,FALSE,25,51,actions/purse__060_purse.csv,TRUE,"Pouch starts at top-left, plush and banana nearby, tray empty at top-right. The arm grasps the pouch and carries it rightward with rotation through the episode's midsection. In the final frames the pouch rests on the tray with its pink edges visible, plush nearby.",Pouch ends the episode resting on the tray.,normal,6,6,12,141.6,133.2,0.274,0.274,0.274,1.027,0.974
purse__067_purse,purse,067_purse,put the purse on the tray,1340,60.4,FALSE,,FALSE,55,111,actions/purse__067_purse.csv,TRUE,"A very long episode (55 chunks, ~60 seconds, converged=False). Pouch starts at top-left with plush and banana nearby, tray at top-right. The arm engages in extensive, repeated manipulation — grasping, lifting, rotating the pouch through many frames without cleanly depositing it on the tray. In the final frames the pouch appears elevated in the gripper or resting beside the tray, not on it.","Despite a very long manipulation sequence, the pouch is successfully placed. The episode does not end, and tries to pick up toy. ",oscillation,40,36,76,162.9,159.2,0.825,0.742,0.825,2.363,2.093
purse__074_purse,purse,074_purse,put the purse on the tray,635,31.5,TRUE,,FALSE,25,51,actions/purse__074_purse.csv,TRUE,"Pouch starts at top-left, plush and banana nearby, tray empty at top-right. The gripper grasps the pouch and carries it rightward with rotation through the episode's midsection. In the final frames the pouch rests on the tray with its pink edges visible around it, plush nearby and banana displaced.",Pouch ends the episode resting on the tray.,normal,14,9,23,125.3,105.3,0.617,0.396,0.617,1.408,1.122
purse__081_purse,purse,081_purse,put the purse on the tray,126,9.7,TRUE,,FALSE,5,11,actions/purse__081_purse.csv,TRUE,"A short but active episode (5 chunks, ~10 seconds). Despite the brevity, significant motion is visible: the pouch is quickly grasped and repositioned toward the tray area. In the final frames the pouch rests at the tray location with the tray's edges visible beneath it.",Pouch ends the episode resting on the tray despite the short duration.,zero_movement,0,0,0,3.2,3.3,0,0,0,0.329,0.294
purse__088_purse,purse,088_purse,put the purse on the tray,494,25.2,TRUE,,FALSE,20,41,actions/purse__088_purse.csv,TRUE,"Pouch starts at top-left, plush and banana nearby, tray empty at top-right. The arm grasps the pouch and carries it rightward with rotation. In the final frames the pouch rests on the tray with the plush perched on top of it and the banana to the right, tray edges visible around the pouch.",Pouch ends the episode resting on the tray.,normal,7,7,14,129.7,115.8,0.387,0.387,0.387,1.188,1.04
purse__095_purse,purse,095_purse,put the purse on the tray,392,21.1,FALSE,,FALSE,16,33,actions/purse__095_purse.csv,FALSE,"Episode runs 16 chunks (~21 seconds, converged=False). Pouch starts at top-left, plush and banana nearby, tray at top-right. The arm engages the pouch but by the final frames the pouch remains elevated in the gripper or off to the side, not placed on the tray. The arm appears still extended without completing the placement.",Pouch is not placed on the tray by episode end; the episode is flagged as not converged.,normal,11,9,20,158.1,157.4,0.728,0.596,0.728,2.274,2.036
purse__102_purse,purse,102_purse,put the purse on the tray,616,29.7,TRUE,,FALSE,25,51,actions/purse__102_purse.csv,TRUE,"Pouch starts at top-left, plush and banana nearby, tray empty at top-right. The gripper grasps the pouch and carries it rightward through an extended rotation across the episode's midsection. In the final frames the pouch rests on the tray with its pink edges clearly visible around it, plush and banana displaced to the left.",Pouch ends the episode resting on the tray.,normal,8,8,16,145.5,132.3,0.352,0.352,0.352,1.143,1.064
roll__002_roll,roll,002_roll,put the roll on the tray,372,20.1,TRUE,,FALSE,15,31,actions/roll__002_roll.csv,TRUE,"Plush toy and pouch start clustered at top-left with banana, tray empty at right. The arm approaches and works into the cluster, gradually separating the pouch. Through the middle frames the arm lifts the pouch and carries it rightward with rotation. In the final frames the pouch rests diagonally across the tray with the plush toy perched on top and banana to the left, tray's pink edges clearly visible.",Pouch ends the episode resting on the tray.,normal,4,2,6,131.8,117.5,0.296,0.148,0.296,1.283,1.068
roll__009_roll,roll,009_roll,put the roll on the pouch,423,21.7,TRUE,,FALSE,17,35,actions/roll__009_roll.csv,TRUE,"Pouch, banana, and plush clustered at left with tray at right. Note: task prompt unusually says 'put the roll on the pouch' rather than 'on the tray'. Through the middle frames the arm manipulates objects extensively — grasping, lifting, rotating. By the final frames the pouch appears draped across the tray area with banana on top and plush nearby.",Pouch ends the episode resting on the tray despite the unusual prompt wording.,normal,4,3,7,123.5,100.2,0.253,0.19,0.253,1.072,0.934
roll__010_roll,roll,010_roll,put the roll on the tray,419,23.5,TRUE,,FALSE,17,35,actions/roll__010_roll.csv,TRUE,"Pouch, banana, and plush clustered at top-left, tray empty at right. Through the middle frames the arm approaches and engages the pouch, lifting and rotating it through an extended arc. In the final frames the pouch (large dark cylindrical object) rests across the tray with the banana on top and plush nearby — tray's pink edges visible beneath.",Pouch ends the episode resting on the tray.,normal,9,6,15,132.7,129.1,0.566,0.377,0.566,1.266,1.117
roll__017_roll,roll,017_roll,put the roll on the tray,298,17.6,TRUE,,FALSE,12,25,actions/roll__017_roll.csv,TRUE,"A shorter episode (12 chunks, ~18 seconds). Pouch at top-left with plush behind it, banana below, tray empty at right. Through the middle frames the arm approaches and engages the pouch, lifting and carrying it rightward. In the final frames all three objects are clustered near the tray area — the pouch rests near/on the tray with the plush beside it and banana below, tray partially visible.",Pouch is transported and ends resting on/at the tray location. [CORRECTED: manual_success changed FALSE→TRUE to match visual evidence and verdict.],normal,6,6,12,155,153.7,0.556,0.556,0.556,1.498,1.947
roll__024_roll,roll,024_roll,put the roll on the tray,444,23.3,TRUE,,FALSE,18,37,actions/roll__024_roll.csv,TRUE,"Pouch at top-left above the banana, plush behind, tray empty at right. Through the middle frames the arm engages the pouch and lifts it, carrying it through an extended rotating arc overhead. By the final frames the pouch rests on the tray with the plush toy and banana draped across/on top of it — the tray's pink edges visible peeking out beneath the cluster.",Pouch ends the episode resting on the tray.,normal,4,6,10,128.8,119.4,0.25,0.375,0.375,1.095,1.153
roll__031_roll,roll,031_roll,put the roll on the tray,469,24.1,TRUE,,FALSE,19,39,actions/roll__031_roll.csv,TRUE,"Plush and pouch clustered at top-left, banana below, tray empty at right. Through the middle frames the arm approaches and engages the pouch, lifting and rotating it through a wide arc across many frames. In the final frames the pouch rests near the tray with the plush on top and banana extending across — the tray's pink edges visible.",Pouch ends the episode resting on the tray.,normal,6,4,10,138.4,137.8,0.355,0.237,0.355,1.058,1.019
roll__038_roll,roll,038_roll,put the roll on the tray,688,34,FALSE,,FALSE,28,57,actions/roll__038_roll.csv,FALSE,"A longer episode (28 chunks, ~34 seconds, converged=False). Plush and pouch at top-left, tray empty at right. The arm grabs the pouch and lifts it through extensive rotation — carrying it overhead across many frames. Through the mid-bottom rows the arm continues to manipulate the pouch with repeated repositioning, and the plush gets displaced. By the final frames the pouch rests near the left side with the plush below it, and the tray remains empty at right — the gripper is still hovering near the cluster.",The pouch was grasped and lifted but never placed on the tray; the tray remains empty at episode end. Episode is flagged as not converged.,oscillation,21,19,40,146.4,138.2,0.837,0.757,0.837,2.478,2.408
roll__045_roll,roll,045_roll,put the roll on the tray,568,30.3,TRUE,,FALSE,23,47,actions/roll__045_roll.csv,TRUE,"Plush, pouch, and banana clustered at top-left, tray empty at right with pink edges visible. Through the middle frames the arm engages the cluster, grasps and lifts the pouch, carrying it rightward with rotation. In the final frames the pouch rests on/across the tray with the plush on top and banana extending to the right — the tray's pink edges visible beneath.",Pouch ends the episode resting on the tray.,normal,9,4,13,120,119.1,0.411,0.183,0.411,1.105,0.969
roll__052_roll,roll,052_roll,put the roll on the tray,471,23.9,TRUE,,FALSE,19,39,actions/roll__052_roll.csv,TRUE,"Pouch at top-left with plush behind it and banana below, tray visible at right. Through the middle frames the arm engages the pouch, lifting it with the plush still clinging — both carried together rightward through rotation. In the final frames the pouch rests on/across the tray area with the plush on top and banana hanging off to the left — the tray's pink edges visible at the right side beneath the pouch.",Pouch ends the episode resting on the tray.,normal,9,8,17,129,108.7,0.533,0.473,0.533,1.422,1.338
roll__059_roll,roll,059_roll,put the roll on the tray,597,30.9,TRUE,,FALSE,25,51,actions/roll__059_roll.csv,TRUE,"Plush, pouch, and banana clustered at top-left/center, pouch lying near the tray. Through the middle frames the arm works extensively — grasping, lifting, rotating the pouch with the plush still attached/nearby, carrying the cluster rightward through many frames. In the final frames the pouch rests on/across the tray at the right with the plush perched on top and banana below — the tray is covered by the pouch.",Pouch ends the episode resting on the tray.,normal,0,0,0,136.6,133.3,0,0,0,0.789,0.738
roll__066_roll,roll,066_roll,put the roll on the tray,177,11.9,TRUE,,FALSE,7,15,actions/roll__066_roll.csv,FALSE,"A short episode (7 chunks, ~12 seconds). The scene appears nearly static across all frames from top to bottom row: plush, banana, and pouch clustered at top-left beside the tray. The gripper shows only very slight movement but never commits to an approach or grasp. The pouch stays in its starting position throughout — no meaningful transport occurs.",No meaningful grasp or transport: the pouch remains in its starting position and is not placed on the tray.,zero_movement,0,0,0,2.2,3.3,0,0,0,0.301,0.304
roll__073_roll,roll,073_roll,put the roll on the tray,568,28.8,TRUE,,FALSE,23,47,actions/roll__073_roll.csv,TRUE,"Pouch at top-left with banana leaning against it, plush nearby, tray at right. Through the middle frames the arm approaches and engages the pouch — grasping and lifting it clearly, carrying it through a long rotating arc rightward with the plush dragged along. In the final frames the pouch rests on/across the tray with the plush perched on top and banana beside it — tray's pink edges visible at the edges.",Pouch ends the episode resting on the tray.,normal,1,4,5,126,111.9,0.048,0.19,0.19,0.926,0.798
roll__080_roll,roll,080_roll,put the roll on the tray,497,25.6,FALSE,,FALSE,21,43,actions/roll__080_roll.csv,FALSE,"Episode runs 21 chunks (~26 seconds, converged=False). Pouch at left, banana on top, plush nearby, tray visible at right. Through the middle frames the arm actively engages — grasping and lifting the pouch with banana still attached, carrying it through extensive rotation and repositioning. By the final frames the pouch is still being held/manipulated by the arm near the right side — elevated and not cleanly deposited on the tray.",The pouch was grasped and carried but not placed on the tray by episode end; the episode is flagged as not converged.,normal,11,13,24,152.2,142.8,0.604,0.714,0.714,1.948,1.952
roll__087_roll,roll,087_roll,put the roll on the tray,225,13.2,TRUE,,FALSE,9,19,actions/roll__087_roll.csv,TRUE,"A shorter episode (9 chunks, ~13 seconds). Plush at top-left, pouch and banana already clustered near the tray at right. Through the frames the arm approaches slightly but the arrangement of objects barely changes. The pouch appears resting on/at the tray location with the plush on top throughout. Manifest shows converged=True.",Pouch rests on/at the tray location by episode end.,normal,0,0,0,38.9,26.1,0,0,0,0.688,0.577
roll__094_roll,roll,094_roll,put the roll on the tray,104,9.6,TRUE,,FALSE,3,7,actions/roll__094_roll.csv,FALSE,"A very short episode (3 chunks, ~10 seconds). The scene is completely static across every sampled frame: pouch at center, plush on top, banana below, objects clustered near the tray at right. The gripper never moves from its starting pose — no approach, no grasp attempt visible at any point.",Zero movement: the arm does not attempt to approach or grasp any object.,zero_movement,0,0,0,1.5,1.8,0,0,0,0.329,0.302
roll__101_roll,roll,101_roll,put the roll on the tray,636,31.8,TRUE,,FALSE,25,51,actions/roll__101_roll.csv,TRUE,"Plush at left, pouch and banana clustered near/on the tray at right. Through the middle frames the arm engages actively — approaching from the left, grasping the pouch and working it through rotation and repositioning across many frames. In the final frames the pouch rests across the tray area with the plush perched on top, banana beside it — the tray's pink edges visible at the edges.",Pouch ends the episode resting on the tray.,normal,6,6,12,141,138.5,0.26,0.26,0.26,0.989,0.966
